name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score
Dalpuri,Bihar,"wheat flour, lentils, spices",260,0.5,0.1,0.6,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,high,0.6
Bharbhara,Bihar,"lentils, rice flour, spices",200,0.6,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.7
Balushahi,Bihar,"refined flour, sugar, ghee",350,0.1,0.9,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.3
Sattu ka Sharbat,Bihar,"roasted gram flour, water, sugar",100,0.1,0.5,0.1,0.1,0.1,1,5,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7
Laung Latika,Bihar,"refined flour, khoya, cardamom",280,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Bihari Chicken Masala,Bihar,"chicken, onion, spices",200,0.8,0.1,0.7,0.2,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Tilkut,Bihar,"sesame seeds, jaggery",320,0.1,0.7,0.1,0.1,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Malpua,Bihar,"refined flour, milk, sugar",300,0.1,0.8,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Pitha,Bihar,"rice flour, jaggery, coconut",250,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Champaran Mutton,Bihar,"mutton, garlic, spices",230,0.9,0.1,0.7,0.2,0.1,1,30,90,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Khubi ka Lai,Bihar,"wheat flour, sugar, ghee",330,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Pedakiya,Bihar,"wheat flour, sugar, cardamom",290,0.1,0.8,0.1,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Ghughni,Bihar,"dried peas, onion, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.8
Nimki,Bihar,"wheat flour, cumin seeds, oil",280,0.3,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5
Kheer Makhana,Bihar,"fox nuts, milk, sugar, cardamom",200,0.1,0.8,0.1,0.1,0.1,1,10,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,high,0.6
Sattu ki Kachori,Bihar,"sattu, wheat flour, spices",270,0.6,0.1,0.6,0.1,0.1,1,30,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.5
Bihari Dal,Bihar,"arhar dal, garlic, spices",140,0.5,0.1,0.6,0.2,0.1,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Bachka,Bihar,"lentil dumplings, yogurt, spices",160,0.6,0.1,0.6,0.5,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Khatta,Bihar,"raw mangoes, spices, sugar",80,0.4,0.5,0.3,0.8,0.1,1,15,10,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.7
Chokha,Bihar,"roasted eggplant, potato, spices",110,0.6,0.1,0.6,0.2,0.2,1,20,15,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.8
Mutton Rezala,Bihar,"mutton, yogurt, cashew paste",240,0.7,0.2,0.6,0.3,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6
Lehsuni Chutney,Bihar,"garlic, red chili, oil",80,0.9,0.1,0.7,0.2,0.2,1,10,5,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.7
Bihari Baingan Bharta,Bihar,"eggplant, onion, spices",120,0.7,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Kheer Puri,Bihar,"rice, milk, sugar, wheat flour",280,0.1,0.8,0.2,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Dal Pitha,Bihar,"rice flour, chana dal, spices",220,0.5,0.1,0.6,0.1,0.1,1,30,25,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,med,0.7
Methi Chokha,Bihar,"fenugreek leaves, potato, spices",100,0.6,0.1,0.6,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.8
Bara,Bihar,"black gram, onion, spices",180,0.6,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7
Sattu ka Sherbet,Bihar,"roasted gram flour, water, lemon",90,0.1,0.3,0.1,0.5,0.1,1,5,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Posto ka Achaar,Bihar,"poppy seeds, mustard oil, spices",150,0.7,0.1,0.8,0.3,0.2,1,20,10,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.6
Bihari Style Rajma,Bihar,"kidney beans, onion, tomato, spices",180,0.6,0.1,0.6,0.3,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Makuni,Bihar,"rice flour, jaggery, coconut",270,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Kalakand,Bihar,"milk, sugar, cardamom",300,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Bihari Chicken Curry,Bihar,"chicken, onion, tomato, spices",210,0.8,0.1,0.7,0.3,0.1,1,25,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Parwal ki Mithai,Bihar,"pointed gourd, milk solids, sugar",280,0.1,0.9,0.1,0.1,0.1,1,40,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Dhuska,Bihar,"rice, chana dal, onion",220,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,med,0.6
Bihari Mutton Stew,Bihar,"mutton, potato, carrots, spices",190,0.7,0.1,0.6,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Khubi ka Lal,Bihar,"wheat flour, sugar, ghee",310,0.1,0.8,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Litti Chokha with Baigan Bharta,Bihar,"wheat flour, sattu, eggplant, spices",240,0.8,0.1,0.7,0.2,0.2,1,45,35,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,high,0.7
Chawal ki Kheer,Bihar,"rice, milk, sugar, nuts",220,0.1,0.8,0.1,0.1,0.1,1,15,40,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,high,0.6
Bihari Style Aloo Gobi,Bihar,"potato, cauliflower, spices",140,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Chana Ghugni Chaat,Bihar,"chickpeas, onion, tomato, spices",170,0.7,0.2,0.7,0.4,0.1,1,20,30,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.7
Keema Kaleji,Bihar,"mutton mince, liver, spices",230,0.8,0.1,0.7,0.2,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,med,0.6
Bihari Dal Fry,Bihar,"mixed lentils, ghee, spices",160,0.6,0.1,0.7,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Palak Puri,Bihar,"wheat flour, spinach, spices",210,0.4,0.1,0.5,0.2,0.2,1,20,15,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,med,0.7
Bihari Fish Fry,Bihar,"fish, besan, spices",200,0.7,0.1,0.7,0.2,0.1,1,20,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Khaja Roll,Bihar,"wheat flour, sugar, cardamom",290,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Bihari Tamatar Chokha,Bihar,"tomato, onion, green chili",80,0.7,0.2,0.5,0.6,0.1,1,10,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,high,0.9
Sattu ka Paratha with Aloo Chokha,Bihar,"sattu, wheat flour, potato, spices",270,0.6,0.1,0.6,0.2,0.1,1,25,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,high,0.7
Bihari Style Lauki Kofta,Bihar,"bottle gourd, besan, spices",180,0.6,0.1,0.6,0.2,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Bhuja Makhana,Bihar,"fox nuts, ghee, spices",250,0.5,0.2,0.6,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Bihari Style Baingan Ka Bharta,Bihar,"eggplant, onion, tomato, spices",130,0.7,0.2,0.6,0.3,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Kadhi Pakora,Bihar,"besan, yogurt, onion, spices",180,0.6,0.1,0.6,0.5,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Bihari Mutton Biryani,Bihar,"basmati rice, mutton, spices, saffron",300,0.8,0.1,0.7,0.1,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Gur ki Kheer,Bihar,"rice, jaggery, milk",240,0.1,0.8,0.1,0.1,0.1,1,15,35,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.6
Bihari Aloo Posto,Bihar,"potato, poppy seeds, mustard oil",190,0.6,0.1,0.7,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7
Malpua with Rabri,Bihar,"refined flour, milk, sugar, rabri",320,0.1,0.9,0.1,0.1,0.1,1,25,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Bihari Style Arhar Dal,Bihar,"pigeon pea lentils, ghee, spices",150,0.5,0.1,0.6,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Makhana Curry,Bihar,"fox nuts, tomato, onion, spices",160,0.6,0.1,0.6,0.3,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7
Bihari Style Karela Bharta,Bihar,"bitter gourd, onion, spices",100,0.7,0.1,0.6,0.2,0.8,1,25,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9
Chana Dal ka Halwa,Bihar,"chana dal, sugar, ghee",300,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Bihari Style Bhindi Masala,Bihar,"okra, onion, tomato, spices",120,0.7,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Sattu ka Ladoo,Bihar,"roasted gram flour, sugar, ghee",280,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Bihari Mutton Curry,Bihar,"mutton, onion, tomato, spices",220,0.8,0.1,0.7,0.3,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Lauki ki Sabzi,Bihar,"bottle gourd, onion, tomato, spices",110,0.5,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Bihari Style Paneer Tikka,Bihar,"paneer, yogurt, spices",230,0.7,0.1,0.6,0.2,0.1,1,30,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Kesar Peda,Bihar,"milk solids, sugar, saffron",290,0.1,0.8,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Bihari Style Methi Aloo,Bihar,"fenugreek leaves, potato, spices",140,0.6,0.1,0.6,0.2,0.3,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Sattu ki Kheer,Bihar,"roasted gram flour, milk, sugar",200,0.1,0.7,0.1,0.1,0.1,1,15,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.7
Bihari Style Egg Curry,Bihar,"eggs, onion, tomato, spices",180,0.7,0.1,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Rugra,Bihar,"mushroom, onion, spices",120,0.7,0.1,0.6,0.2,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,med,0.8
Makhana Namkeen,Bihar,"fox nuts, ghee, spices",280,0.6,0.1,0.8,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Jhalmuri,Bihar,"puffed rice, peanuts, spices",180,0.7,0.1,0.8,0.3,0.1,1,10,5,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7
Laktho,Bihar,"rice flour, jaggery",220,0.1,0.7,0.1,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Khaja Puri,Bihar,"wheat flour, sugar, ghee",300,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Anarsa,Bihar,"rice flour, jaggery, poppy seeds",280,0.1,0.8,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Khurma,Bihar,"wheat flour, sugar, ghee",310,0.1,0.9,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4
Murmura Ladoo,Bihar,"puffed rice, jaggery, ghee",250,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6
Rasiaaw,Bihar,"rice flour, jaggery, milk",230,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Kheer Mohan,Bihar,"milk, sugar, cardamom",280,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Pua,Bihar,"wheat flour, sugar, milk",270,0.1,0.8,0.1,0.1,0.1,1,20,25,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Belgrami,Bihar,"rice, sugar, ghee",290,0.1,0.8,0.1,0.1,0.1,1,30,35,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5
Lai,Bihar,"flour, sugar, ghee",300,0.1,0.9,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Masala Chaas,Bihar,"yogurt, cumin, mint",70,0.3,0.1,0.4,0.5,0.1,1,5,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Bael ka Sharbat,Bihar,"bael fruit, sugar, water",90,0.1,0.6,0.1,0.3,0.2,1,15,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Laung ka Sharbat,Bihar,"clove, sugar, water",80,0.2,0.7,0.1,0.1,0.3,1,10,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.7
Aam Panna,Bihar,"raw mango, sugar, spices",100,0.3,0.6,0.1,0.8,0.1,1,20,15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Jaljeera,Bihar,"cumin, mint, lemon juice",60,0.5,0.2,0.6,0.7,0.2,1,10,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8
Bihari Mutton Chaap,Bihar,"mutton chops, yogurt, spices",250,0.8,0.1,0.7,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.6
Maach Bhaja,Bihar,"fish, turmeric, salt",180,0.5,0.1,0.7,0.1,0.1,1,15,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7
Bihari Style Chicken Roast,Bihar,"chicken, yogurt, spices",230,0.8,0.1,0.7,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Bhindi Chokha,Bihar,"okra, onion, spices",110,0.6,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Bihari Style Baigan Bharta,Bihar,"eggplant, onion, tomato, spices",120,0.7,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Dum Aloo Bihari,Bihar,"baby potatoes, yogurt, spices",180,0.7,0.1,0.6,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Bihari Chana Masala,Bihar,"chickpeas, onion, tomato, spices",180,0.7,0.1,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bihari Style Paneer Butter Masala,Bihar,"paneer, butter, tomato, spices",250,0.6,0.2,0.7,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Bihari Malai Kofta,Bihar,"potato, paneer, cream, spices",220,0.5,0.3,0.6,0.2,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Bihari Style Mushroom Masala,Bihar,"mushroom, onion, tomato, spices",140,0.7,0.1,0.6,0.3,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Bihari Kadhi Pakora,Bihar,"yogurt, gram flour, onion, spices",180,0.6,0.1,0.6,0.5,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7
Bihari Style Mixed Vegetable Curry,Bihar,"mixed vegetables, onion, tomato, spices",130,0.6,0.1,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bihari Aloo Gobi,Bihar,"potato, cauliflower, spices",140,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Bihari Style Palak Paneer,Bihar,"spinach, paneer, spices",180,0.5,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8
Bihari Tomato Chokha,Bihar,"tomato, onion, green chili",80,0.7,0.2,0.5,0.6,0.1,1,10,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,high,0.9
Bihari Style Matar Paneer,Bihar,"green peas, paneer, onion, tomato, spices",200,0.6,0.1,0.6,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Bihari Dal Tadka,Bihar,"lentils, ghee, cumin, garlic",160,0.6,0.1,0.7,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8
Aloo Puri,Uttar Pradesh,"potato, wheat flour, spices",280,0.5,0.1,0.7,0.1,0.1,1,20,25,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.6
Tunday Kebab,Uttar Pradesh,"minced meat, spices, clarified butter",300,0.8,0.1,0.8,0.2,0.1,1,30,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5
Petha,Uttar Pradesh,"ash gourd, sugar, lime",200,0.1,0.9,0.1,0.2,0.1,1,120,60,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Galouti Kebab,Uttar Pradesh,"minced meat, papaya, spices",280,0.7,0.1,0.8,0.2,0.1,1,60,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5
Malai Ki Gilori,Uttar Pradesh,"milk cream, sugar, cardamom",250,0.1,0.9,0.1,0.1,0.1,1,30,15,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Bedai,Uttar Pradesh,"wheat flour, urad dal, spices",220,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6
Nimish,Uttar Pradesh,"milk foam, sugar, saffron",150,0.1,0.8,0.1,0.1,0.1,1,240,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Shahi Tukda,Uttar Pradesh,"bread, milk, sugar, nuts",300,0.1,0.9,0.2,0.1,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Matar Ka Nimona,Uttar Pradesh,"green peas, potatoes, spices",180,0.6,0.2,0.7,0.2,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Malai Makhan,Uttar Pradesh,"milk cream, sugar, saffron",280,0.1,0.9,0.1,0.1,0.1,1,240,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Kakori Kebab,Uttar Pradesh,"minced meat, mango, spices",260,0.7,0.2,0.8,0.2,0.1,1,60,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.5
Tehri,Uttar Pradesh,"rice, mixed vegetables, spices",200,0.5,0.1,0.7,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Imarti,Uttar Pradesh,"urad dal, sugar, saffron",300,0.1,0.9,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Kabab Paratha,Uttar Pradesh,"wheat flour, minced meat, spices",280,0.7,0.1,0.8,0.1,0.1,1,30,25,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.5
Malai Puri,Uttar Pradesh,"wheat flour, milk cream, sugar",260,0.1,0.8,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Baati Chokha,Uttar Pradesh,"wheat flour, lentils, vegetables",220,0.6,0.1,0.7,0.3,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7
Kulcha Nihari,Uttar Pradesh,"wheat flour, meat, bone marrow",300,0.8,0.1,0.8,0.2,0.1,1,240,120,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,high,0.5
Khurchan,Uttar Pradesh,"milk, sugar, cardamom",240,0.1,0.9,0.1,0.1,0.1,1,60,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Kadhi Pakora,Uttar Pradesh,"gram flour, yogurt, spices",180,0.5,0.2,0.7,0.6,0.1,1,20,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Makkhan Malai,Uttar Pradesh,"milk foam, sugar, nuts",140,0.1,0.8,0.1,0.1,0.1,1,240,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5
Malai Kofta,Uttar Pradesh,"potato, paneer, cream, spices",260,0.4,0.3,0.7,0.1,0.1,1,30,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Dum Pukht,Uttar Pradesh,"meat, rice, spices",280,0.7,0.1,0.8,0.2,0.1,1,60,120,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Basket Chaat,Uttar Pradesh,"potato basket, chickpeas, chutneys",200,0.6,0.3,0.8,0.5,0.1,1,30,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6
Shahi Korma,Uttar Pradesh,"meat, yogurt, nuts, spices",280,0.6,0.2,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Malai Ghevar,Uttar Pradesh,"flour, milk, sugar, cream",300,0.1,0.9,0.1,0.1,0.1,1,30,45,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4
Keema Kaleji,Uttar Pradesh,"minced meat, liver, spices",240,0.8,0.1,0.8,0.2,0.2,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Arbi Ka Saag,Uttar Pradesh,"colocasia leaves, spices",120,0.5,0.1,0.6,0.3,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8
Karela Bharta,Uttar Pradesh,"bitter gourd, onion, spices",100,0.6,0.1,0.6,0.2,0.8,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8
Tamatar Chokha,Uttar Pradesh,"tomato, onion, spices",80,0.5,0.2,0.6,0.7,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8
Bhindi Kurkuri,Uttar Pradesh,"okra, gram flour, spices",180,0.6,0.1,0.7,0.2,0.2,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.7
Mutton Raan,Uttar Pradesh,"leg of mutton, yogurt, spices",300,0.8,0.1,0.8,0.2,0.1,1,240,120,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5
Gulab Jamun,Uttar Pradesh,"milk solids, sugar syrup",280,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,high,0.4
Litti Chokha,Uttar Pradesh,"wheat flour, sattu, spices",240,0.7,0.1,0.8,0.3,0.2,1,40,30,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7
Murgh Musallam,Uttar Pradesh,"whole chicken, yogurt, spices",280,0.7,0.1,0.8,0.2,0.1,1,60,90,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
Lauki Ki Kheer,Uttar Pradesh,"bottle gourd, milk, sugar",200,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6
Shahi Paneer,Uttar Pradesh,"paneer, cream, nuts, spices",260,0.4,0.2,0.7,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6
